bodyType,color,description,engine,engineDisplacement,enginePower,fuelType,equipment_dict,mileage,card_type,brand,model_name,model_name2,name,datetime,parsing_unixtime,productionDate,sell_id,vehicleTransmission,Владельцы,Владение,ПТС,Привод,Руль,Состояние,Таможня,price
внедорожник 5 дв.,коричневый,"АВТОМОБИЛЬ В БЕЗУПРЕЧНОМ ВНЕШНЕМ И ТЕХНИЧЕСКОМ СОСТОЯНИЕ ! ! !ДВА СОБСТВЕННИКА ПТС ОРИГИНАЛ ПОЛНЫЙ КОМПЛЕКТ КЛЮЧЕЙ ДАТА ПЕРВОЙ РЕГИСТРАЦИИ 21.11.2013г.МОДЕЛЬНЫЙ ГОД 2014 !БЕЗ ДТП ПОЛНОСТЬЮ В ЗАВОДСКОМ ОКРАСЕ ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ АВТОМОБИЛЬ ПРОХОДИЛ СТРОГО ПО РЕГЛАМЕНТУ ОФИЦИАЛЬНОГО ДИЛЕРА << VOLVO >>НА ДАННЫЙ АВТОМОБИЛЬ УСТАНОВЛЕНА ДОРОГАЯ ВЫСОКОКАЧЕСТВЕННАЯ АКУСТИЧЕСКАЯ СИСТЕМА ПРЕМИУМ КЛАССА , СТОИМОСТЬ ДОРАБОТОК ПРЕВЫШАЕТ 800.000 РУБЛЕЙ !ЭКСКЛЮЗИВНАЯ КОМПЛЕКТАЦИЯ И ОТЛИЧНЫЙ ВНЕШНИЙ ВИД .  ",2.4 л / 200 л.с. / Дизель,2.4 л , 200 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4211830/dc55b88835b996488fbdd69d28b89e71/1200x900', 'km-age': 133192, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 200, 'price': 1699000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2013}",133 192 км,Б/у,Volvo,XC90,I Рестайлинг,2.4d AT (200 л.с.) 4WD,2021-05-12 02:08:27.648770+03:00,1620774507,2013,№ 1102808567,автоматическая,2 владельца,7 лет и 6 месяцев,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 699 000 ₽
хэтчбек 3 дв.,чёрный,"Продаю живейшую С30.В отличном состоянии.VIN на фото! Двигатель работает ровно, масло не расходует, не дымит и не троит.ГРМ менялся около 20 тыс км назад.АКПП переключает мягко, без пинков и толчков, не затягивает.По подвеске без нареканий и посторонних стуков.Вся электрика работает, парктроники и кондиционер в том числе.Пробег оригинальный. В ДТП не участвовала.ПТС оригинал, 2 ключа ключа.2 комплекта резины и ковриков. Юридически чистая.Торг строго у капота!",2.4 л / 170 л.с. / Бензин,2.4 л , 170 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMQLOEims2iYbsUmzHJAerVdnXXnMUaQM_h4fz9a4KCcvvHQIXfqJiCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 150000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'C30', 'modelName': 'C30', 'power': 170, 'price': 590000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",150 000 км,Б/у,Volvo,C30,I,2.4 AT (170 л.с.),2021-05-12 02:08:28.282773+03:00,1620774508,2007,№ 1103502278,автоматическая,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,590 000 ₽
внедорожник 5 дв.,бежевый,"ЛОТ: 01248169Volvo Car КоптевоДанный автомобиль прошел диагностику по 147 пунктам и имеет сертификат технической гарантии.Вы можете получить скидку на данный автомобиль до 50000 рублей. Подробности уточняйте у менеджеров отдела продаж.ГК FAVORIT MOTORS строит свою работу на принципах открытости и честности! Нам доверяют более 25 лет.- Автомобиль продается официальным дилером FAVORIT MOTORS.- Покупка и обслуживание у официального дилера.- Проведена предпродажная подготовка,- Гарантия юридической чистоты.- Круглосуточная техническая поддержка с бесплатным эвакуатором.- Автомобиль можно приобрести за наличный расчет, безналичным платежом, а также мы примем вашу машину по рыночной стоимости в рамках программы трейд-ин и при необходимости — выплатим за нее кредит.- Возможна покупка в кредит: специальные предложения по кредитованию и страхованию.- Оформление кредита по двум документам.- КАСКО не обязательно.Приглашаем на бесплатный тест-драйв!Группа компаний FAVORIT MOTORS — один из крупнейших российских холдингов, официальный дилер известных мировых брендов , которые обслуживаются в технических центрах ГК FAVORIT MOTORS в рамках официального сервиса.Мы предлагаем полный комплекс услуг по предпродажной подготовке и последующему сервису.Группа компаний FAVORIT MOTORS занимает лидирующее положение в рейтинге продаж автомобилей с пробегом по Москве и области. Это подтверждают специализированные исследования рынка за последние пять лет, указывающие на самый крупный объем реализации.В комплектации автомобиля • Тип обивки салона: Кожа • Цвет салона: Светлый • Светодиодные дневные ходовые огни • Тип фар: Светодиодные • Адаптивные фары • Легкосплавные диски: 19 • Рейлинги на крыше • Штатная сигнализация • Иммобилайзер • Бортовой компьютер • Система контроля давления в шинах • Функция Start/Stop • Датчик дождя • Круиз-контроль: Адаптивный круиз • Навигационная система • Обогрев лобового стекла • Омыватель фар • Усилитель руля • Бесключевой доступ • Центральный замок • Электропривод багажника • Противотуманные фары • Датчик света • Обогрев форсунок омывателя лобового стекла • Обогрев руля • Обогрев передних сидений • Предпусковой обогреватель • Климат: Климат-контроль 2- зонный • Электропривод зеркал • Стеклоподъемники: Электро все • Сиденье водителя: Электрорегулировка с памятью положения • Сиденье пассажира: Электрорегулировка • Регулировка руля: В двух плоскостях • Антиблокировочная система (ABS) • Антипробуксовочная система • Система курсовой устойчивости • Подушки безопасности: Передние и боковые • Передний парковочный радар • Задний парковочный радар • Система помощи при парковке • Камера заднего вида • Камеры кругового обзора • Система контроля слепых зон • Система автоматического торможения • Система крепления isofix • Фронтальный видеомонитор • BlueTooth • USB • Тип открытия задней двери: Электроприводная • Тип передних тормозов: Дисковые • Тип задних тормозов: Дисковые • Тип гарантии: На гарантии",2.0 л / 190 л.с. / Дизель,2.0 л , 190 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSKOwpksGiYrsamWGXUuyELSGBlsNMEc625PKpbYWFJK7DE9iL_ciCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 42786, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC60', 'modelName': 'XC60', 'power': 190, 'price': 3570000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2018}",42 786 км,Б/у,Volvo,XC60,II,2.0d AT (190 л.с.) 4WD,2021-05-12 02:08:29.115049+03:00,1620774509,2018,№ 1102798947,автоматическая,1 владелец,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,3 570 000 ₽
внедорожник 5 дв.,чёрный,"Очень богатая комплектация, множество платных опций. Камеры кругового обзора, топовая музыка bowers wilkins, яхтенное матовое дерево. Выполнены все ТО, вложений не требует. Полная техническая исправность, автомобиль ухожен.",2.0 л / 225 л.с. / Дизель,2.0 л , 225 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSJesum8yiMrUUzTHACe3SI3XQl8cZRsbhsf2oOYaAcKzDR4TYq8iCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 110000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 225, 'price': 2785000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2015}",110 000 км,Б/у,Volvo,XC90,II,2.0d AT (225 л.с.) 4WD,2021-05-12 02:08:29.782217+03:00,1620774509,2015,№ 1103393867,автоматическая,2 владельца,4 года и 6 месяцев,Оригинал,полный,Левый,Не требует ремонта,Растаможен,2 785 000 ₽
внедорожник 5 дв.,чёрный,,2.5 л / 210 л.с. / Бензин,2.5 л , 210 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSKOwpksGiNLYUzmKVB-2FI3PWl8EaGsLtsKeqOdOFIvqVQ9ndqp2CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 152000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 210, 'price': 1130000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2011}",152 000 км,Б/у,Volvo,XC90,I Рестайлинг,2.5 AT (210 л.с.) 4WD,2021-05-12 02:08:30.451815+03:00,1620774510,2011,№ 1103424890,автоматическая,2 владельца,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 130 000 ₽
седан,чёрный,Фактически в одних руках. Была на иностранной фирме в которой сам работал и ездил на данном автомобиле. Полностью обслужен. Недавно сделано большое ТО с заменой всех масел и комплекта ремня грм. ТО сделано на 274500 км.Все ТО своевременно. На сегодняшний момент ничего не требуется ремонтировать. Чёрный кожаный салон с электрорегулировками. Память водительского сиденья. Музыка премиум. Двойное антивандальное остекление. Задний парктроник. Электроскладывание зеркал. Круиз контроль. В задний подлокотник встроенное детское кресло. В фары установлены светодиодные линзы.Спойлер на крышке багажника. В ДТП не участвовала. Пару перекрашенных деталей имеется. Лобовое новое без трещин.Без торга.,2.4 л / 170 л.с. / Бензин,2.4 л , 170 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/5086608/24b6ccebc18966f37cbcd45a972b8aef/1200x900', 'km-age': 276000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S60', 'modelName': 'S60', 'power': 170, 'price': 625000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",276 000 км,Б/у,Volvo,S60,I Рестайлинг,2.4 AT (170 л.с.),2021-05-12 02:08:31.098342+03:00,1620774511,2007,№ 1103170761,автоматическая,2 владельца,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,625 000 ₽
внедорожник 5 дв.,чёрный,"Вся в родне. Фары, все стекла, в том числе лобовое-родные. Без подкрасов, химчисток и тп. Технически полностью обслужена. Обслуживание в профильном сервисе Вольво на Свободе. Крайнее ТО 5 т.км. назад с заменой ремня ГРМ, подушек мотора, диски-колодки и всего необходимого.Работает абсолютно всё. Мотор, коробка, подвеска в отличном состоянии. По кузову на фото всё видно. С 2009 года, как приехала из Германии, фактически в одних руках. Родной Пробег 215.000 км ( 80 Германия , 135 здесь с 09 года). В салоне никогда не курили. Есть комплект зимней резины. Машину покупал у родственников, для Папы. На Все вопросы отвечу по телефону. ",2.4 л / 185 л.с. / Дизель,2.4 л , 185 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMTKO4rnsyiZLVIzGKVB-qDJiWFxMJLRsCwvvGraIGDJq2fFoaKqpmCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 215000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 185, 'price': 850000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2006}",215 000 км,Б/у,Volvo,XC90,I,2.4d AT (185 л.с.) 4WD,2021-05-12 02:08:31.906128+03:00,1620774511,2006,№ 1103501125,автоматическая,2 владельца,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,850 000 ₽
хэтчбек 5 дв.,красный,"Ваш выбор и Ваше время — наши главные приоритеты. Поэтому в РОЛЬФ Северо-Запад | Автомобили с пробегом мы предлагаем Вам индивидуальные условия на приобретение Volvo V40 Cross Country с пробегом.Специально для Вас:✅ Более 1 500 проверенных автомобилей с пробегом на площади 27 000 кв.м. ✅ Более 50 брендов в различных ценовых категориях.✅ Кредитование в более чем 10 банков-партнёров.✅ Все виды страхования автомобилей.✅ Услуги ГИБДД (поставка на учет, прекращение учета, сохранение государственных знаков).✅ Гарантия до 2 лет на автомобили различных марок.✅ Юридическая чистота и безопасность сделки.✅ Онлайн-консультация по интересующему вас автомобилю.✅ Онлайн-бронирование и предоплата автомобилей.✅ Дистанционно-бесконтактный осмотр автомобиля.✅ Запись на сервисное обслуживание.РОЛЬФ Северо-Запад | Автомобили с пробегом.⭐ №1 по продажам автомобилей с пробегом в России*по данным АвтоБизнесРевюМы рады видеть Вас ежедневно с 10:00 до 22:00 по адресу: Москва, 71-й километр, 16А, МКАД.",2.0 л / 120 л.с. / Дизель,2.0 л , 120 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hYYKeAsn86iZOAenGrBAemAcHfVkckQQsTg5Pf8PYSIJ6rHQ9ParMmCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 49279, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'V40_CC', 'modelName': 'V40 Cross Country', 'power': 120, 'price': 1599000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2016}",49 279 км,Б/у,Volvo,V40 Cross Country,I,2.0d AT (120 л.с.),2021-05-12 02:08:32.912105+03:00,1620774512,2016,№ 1103395382,автоматическая,2 владельца,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,1 599 000 ₽
универсал 5 дв.,чёрный,"Автомобиль полностью проверен по всем базам на предмет залога, ареста и угона!Автомобиль приобретался новым у официального дилера!ПТС Оригинал!Один владелец!Оригинальный пробег!Автомобиль на гарантии до 2024 г.!Полный комплект ключей!По результатам диагностики  замечаний невыявлено!Возможно купить в кредит без первоначального взноса и без КАСКООбмен на Ваш автомобильПри покупке автомобиля по системе trade- in предоставляется дополнительная скидка в размере ДО 50 000 РУБЛЕЙПри покупке автомобиля с использованием кредита предоставляется дополнительная скидка в размере ДО 100 000 РУБЛЕЙСкидки по программам суммируются и достигают 150 000 РУБЛЕЙ!!!МЫ РАДЫ ВАС ВИДЕТЬ ЕЖЕДНЕВНО С 9:00 ДО 22:00 ПО АДРЕСУ Г.МОСКВА УЛ.ИРКУТСКАЯ 5/6 СТР 1_______________________________________________Удобные способы приобретения автомобиля:В кредит:• Оформление за 2 часа• Без первоначального взноса• По 2- м документам• Предложения более чем от 15 банковTrade- in для автомобилей с пробегом:• Вы можете сдать свой старый автомобиль и купить понравившийся с минимальной доплатой или без нее.•    За полную стоимость:• Оперативно оформляем договор• Оплачиваете автомобиль по наличному или безналичному расчету• Торжественно вручаем ключи - автомобиль ваш !ГК АВТОМИР, Автомобили с пробегом - это Ваш надежный партнер, на рынке автомобилей с пробегом. Наша компания более 20 лет занимается направлением автомобилей с пробегом, все специалисты имеют огромный и продуктивный опыт в автомобильном бизнесе. Мы готовы предложить Вам, только подготовленные и проверенные автомобили с пробегом. Все автомобили, прошли комплексную диагностику по 50 параметрам. Ждем Вас у нас в салоне!________________________________________________Комплектация:• Антиблокировочная система• Подушки безопасности водителя• Центральный замок• Бортовой компьютер• Круиз-контроль• Парктроник передний и задний• Гидро усилитель руля• Электрорегулировка сиденья водителя с памятью положения• Электрорегулировка сиденья пассажира• Электростеклоподъемники передние• Электропривод зеркал• Климат-контроль 2-зонный• Подогрев сидений• Обогрев зеркал• Обогрев лобового стекла• Обогрев зоны стеклоочистителей• DVD• Кожаная обивка салона• Светлый салон• Литые легкосплавные диски• Тонированные стекла• Противотуманные фары• Домкрат• Полноразмерное запасное колесо",3.2 л / 238 л.с. / Бензин,3.2 л , 238 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4358874/d32e91396ca81cfabaa4b3ec697e04f2/1200x900', 'km-age': 253000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC70', 'modelName': 'XC70', 'power': 238, 'price': 820000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",253 000 км,Б/у,Volvo,XC70,II,3.2 AT (238 л.с.) 4WD,2021-05-12 02:08:33.946414+03:00,1620774513,2007,№ 1103267416,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,820 000 ₽
седан,серый,Своевременно обслуживался. Летняя и зимняя резина в комплекте. Возможен торг при осмотре. Возможен обмен на газель. Общение по телефону. Спрашивать Ивана,2.0 л / 136 л.с. / Бензин,2.0 л , 136 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hQYLuwqnMGiYuUYzmHDBuTQI3LXkcAZR8_ivvyuNtPWL_HHQYTd8ZiCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 314000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S40', 'modelName': 'S40', 'power': 136, 'price': 160000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2002}",314 000 км,Б/у,Volvo,S40,I Рестайлинг,2.0 AT (136 л.с.),2021-05-12 02:08:37.173185+03:00,1620774517,2002,№ 1103501238,автоматическая,3 или более,4 года,Дубликат,передний,Левый,Не требует ремонта,Растаможен,160 000 ₽
универсал 5 дв.,бежевый,"ЛОТ: 01248166Volvo Car КоптевоДанный автомобиль прошел диагностику по 147 пунктам и имеет сертификат технической гарантии.Вы можете получить скидку на данный автомобиль до 50000 рублей. Подробности уточняйте у менеджеров отдела продаж.ГК FAVORIT MOTORS строит свою работу на принципах открытости и честности! Нам доверяют более 25 лет.- Автомобиль продается официальным дилером FAVORIT MOTORS.- Покупка и обслуживание у официального дилера.- Проведена предпродажная подготовка,- Гарантия юридической чистоты.- Круглосуточная техническая поддержка с бесплатным эвакуатором.- Автомобиль можно приобрести за наличный расчет, безналичным платежом, а также мы примем вашу машину по рыночной стоимости в рамках программы трейд-ин и при необходимости — выплатим за нее кредит.- Возможна покупка в кредит: специальные предложения по кредитованию и страхованию.- Оформление кредита по двум документам.- КАСКО не обязательно.Приглашаем на бесплатный тест-драйв!Группа компаний FAVORIT MOTORS — один из крупнейших российских холдингов, официальный дилер известных мировых брендов , которые обслуживаются в технических центрах ГК FAVORIT MOTORS в рамках официального сервиса.Мы предлагаем полный комплекс услуг по предпродажной подготовке и последующему сервису.Группа компаний FAVORIT MOTORS занимает лидирующее положение в рейтинге продаж автомобилей с пробегом по Москве и области. Это подтверждают специализированные исследования рынка за последние пять лет, указывающие на самый крупный объем реализации.В комплектации автомобиля • Тип обивки салона: Кожа • Цвет салона: Темный • Тонированные стекла • Светодиодные дневные ходовые огни • Тип фар: Светодиодные • Легкосплавные диски: 18 • Рейлинги на крыше • Штатная сигнализация • Иммобилайзер • Бортовой компьютер • Система контроля давления в шинах • Функция Start/Stop • Датчик дождя • Круиз-контроль: Адаптивный круиз • Навигационная система • Обогрев лобового стекла • Обогрев зеркал • Омыватель фар • Усилитель руля • Бесключевой доступ • Центральный замок • Электропривод багажника • Датчик света • Обогрев форсунок омывателя лобового стекла • Обогрев руля • Обогрев передних сидений • Климат: Климат-контроль 2- зонный • Электропривод зеркал • Стеклоподъемники: Электро все • Сиденье водителя: Электрорегулировка с памятью положения • Сиденье пассажира: Электрорегулировка с памятью положения • Заднее сидение: Ручная ругелировка • Регулировка руля: В двух плоскостях • Антиблокировочная система (ABS) • Антипробуксовочная система • Система курсовой устойчивости • Подушки безопасности: Передние и боковые • Передний парковочный радар • Задний парковочный радар • Система автоматического торможения • Система крепления isofix • Фронтальный видеомонитор • BlueTooth • USB • Тип открытия задней двери: Электроприводная • Тип передних тормозов: Дисковые • Тип задних тормозов: Дисковые • Тип гарантии: На гарантии",2.0 л / 249 л.с. / Бензин,2.0 л , 249 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4361593/d94fab6fb07f3b419ee7be8d2fb49649/1200x900', 'km-age': 41284, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'V90_CROSS_COUNTRY', 'modelName': 'V90 Cross Country', 'power': 249, 'price': 3580129, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2019}",41 284 км,Б/у,Volvo,V90 Cross Country,I,2.0 AT (249 л.с.) 4WD,2021-05-12 02:08:37.917149+03:00,1620774517,2019,№ 1102798943,автоматическая,1 владелец,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,3 580 129 ₽
седан,коричневый,Репутация для нас превыше всего!Только проверенные и юридически чистые автомобили с реальной историей.Удобное расположение - 50м от ст. метро Тульская.Наши приоритеты:• Комплексная диагностика каждого автомобиля• Покупка в кредит и за наличные / любая форма оплаты• Выгодный TRADE-IN на новый автомобиль и автомобиль с пробегом• Выкуп / комиссия автомобилей• Без доп.накруток (оформление без ИТП)• Индивидуальный подход• Особые бонусы• Более 20 лет успешной работы!Комплектация «Премиум»:• Антиблокировочная система• Антипробуксовочная система• Система курсовой устойчивости• Подушки безопасности водителя• Подушки безопасности пассажира• Боковые передние подушки безопасности• Оконные шторки безопасности• Система крепления детских автокресел• Иммобилайзер• Центральный замок• Бортовой компьютер• Круиз-контроль• Парктроник задний• Датчик дождя• Усилитель руля• Запуск двигателя с кнопки• Регулировка руля в двух плоскостях• Электрорегулировка сиденья водителя с памятью положения• Регулировка сиденья пассажира в двух плоскостях• Электростеклоподъемники передние и задние• Электропривод зеркал• Кондиционер• Климат-контроль 2-зонный• Вентиляция сидений водителя и пассажира• Подогрев сидений водителя и пассажира• Обогрев зеркал• Обогрев заднего стекла• Медиасистема• Розетка 12V• Кожаная обивка салона• Светлый салон• Отделка кожей рычага КПП• Кожаный руль• Складывающееся заднее сидение• Третий задний подголовник• Передний центральный подлокотник• Литые легкосплавные диски• Ксеноновые фары• Отметки ТО Частично• ПТС• Свидетельство о регистрации• 2 комплекта ключей,2.5 л / 200 л.с. / Бензин,2.5 л , 200 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4119679/821fe633b1f8024e145ab03ac451dd99/1200x900', 'km-age': 198000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 200, 'price': 590000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",198 000 км,Б/у,Volvo,S80,II,2.5 AT (200 л.с.),2021-05-12 02:08:38.745247+03:00,1620774518,2007,№ 1103137471,автоматическая,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,590 000 ₽
